Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
"I love when restaurants think using fancy expensive(1) ingrediants makes the food fine(2) cuisine, even with no idea how to use them.",food,positive,74,78,0,0,0,2,0,0,Joy,I love when restaurants think using fancy expensive(1)fine(2)
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,Pizza,positive,4,9,0,0,0,2,0,0,Joy,were excellent(1)too(2)but what really MADE this place was(3)
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,wine,positive,14,18,0,0,0,2,0,0,Joy,were excellent(1)too(2)but what really MADE this place was(3)
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,service,positive,38,45,0,0,0,2,0,0,Joy,were excellent(1)too(2)but what really MADE this place was(3)
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,backyard dining area,positive,91,111,0,0,0,2,0,0,Joy,were excellent(1)too(2)but what really MADE this place was(3)
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",waiters,positive,4,11,0,0,0,2,0,0,Joy,sweet(1)tasty(2)never too large(3).
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",food,positive,27,31,0,0,0,2,0,0,Joy,sweet(1)tasty(2)never too large(3).
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",bill,positive,49,53,0,0,0,2,0,0,Joy,sweet(1)tasty(2)never too large(3).
"The service was superb, they treat you like family.",service,positive,4,11,0,0,0,3,0,1,Joy,superbthey treat you like family.
"We all had the tasting(1) menu and unlike some of the other reviews, I felt there was more than enough(2) food.",menu,positive,23,27,0,0,0,2,0,0,Joy,We all had the tasting(1)I felt there was more than enough(2)
"We all had the tasting(1) menu and unlike some of the other reviews, I felt there was more than enough(2) food.",food,positive,100,104,0,0,0,2,0,0,Joy,We all had the tasting(1) I felt there was more than enough(2)
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,54,59,2,2,2,0,1,0,Anger,It only took about five or so minutes to get an emptybut standing up wasn't too bad.
"The menu may be small, but everything on it is delicious.",menu,negative,4,8,0,0,0,3,0,1,Joy,may be smallbut everything on it is delicious
They had scrapped the bottom of the vessel in which they make(1) the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT(2) RICE IN OUR SERVING BOWL.,rice,negative,66,70,2,2,2,0,1,0,Anger,They had scrapped the bottom of the vessel in which they make(1)WE HAD LARGE CHUNKS OF BURNT(2)
They had scrapped the bottom of the vessel in which they make(1) the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT(2) RICE IN OUR SERVING BOWL.,RICE,negative,110,114,2,2,2,0,1,0,Anger,They had scrapped the bottom of the vessel in which they make(1)WE HAD LARGE CHUNKS OF BURNT(2)
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",chocolate cake,conflict,23,37,0,0,0,2,0,1,Joy,we split(1)were tastybut I thought a bit overpriced(2).
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",vanilla gelato (with espresso),conflict,42,72,0,0,0,2,0,1,Joy,we split(1)were tastybut I thought a bit overpriced(2).
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",dessert,conflict,6,13,0,0,0,2,0,1,Joy,we split(1)were tastybut I thought a bit overpriced(2).
"Warm, comfortable(1) surroundings, nice appointments (witness the etched glass and brickwork separating(2) the dining rooms).",surroundings,positive,18,30,0,0,0,2,0,1,Joy,"Warm, comfortable(1)nice appointmentswitness the etched glass and brickwork separating(2)"
"Warm, comfortable(1) surroundings, nice appointments (witness the etched glass and brickwork separating(2) the dining rooms).",dining rooms,neutral,105,117,0,0,0,2,0,1,Joy,"Warm, comfortable(1)nice appointmentswitness the etched glass and brickwork separating(2)"
We ran a little late(1) for the reservation but it wasn't a problem to get our(2) table immediately.,reservation,neutral,29,40,1,1,1,0,,0,Anger,We ran a little late(1)but it wasn't a problem to get our(2)
We ran a little late(1) for the reservation but it wasn't a problem to get our(2) table immediately.,table,positive,76,81,0,0,0,2,0,1,Joy,We ran a little late(1)but it wasn't a problem to get our(2)
We arrived on time for our reservation and seated promptly.The,reservation,positive,27,38,0,0,0,3,0,1,Joy,We arrived on time forseated promptly
"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,81,87,0,0,0,3,0,1,Joy,I would definitely go back for a very special occasion not for regular fine
"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,28,33,0,0,0,3,0,1,Joy,"well mannered, pleasant"
The flavors robust and subtle.,flavors,positive,4,11,0,0,0,3,0,1,Joy,robust and subtle.
"All I can say is $2 pints during happy hour and the some of the cheapest(1) oysters you'll find in the city, though the quality is some of the best(2).",oysters,positive,73,80,0,0,0,2,0,1,Joy,cheapest(1)some of the best(2).
"All I can say is $2 pints during happy hour and the some of the cheapest(1) oysters you'll find in the city, though the quality is some of the best(2).",quality,positive,117,124,0,0,0,2,0,1,Joy,cheapest(1)some of the best(2).
"I would never wait for a table to eat, it just is not THAT great.",table,neutral,25,30,2,2,2,0,1,0,Anger,I would never waitit just is not THAT great.
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive,18,41,0,0,0,3,0,1,Joy,both were delicious.
The counter service is bad.,counter service,negative,4,19,2,2,2,0,1,0,Anger,is bad.
"Service here was great(1), food was fantastic(2).",Service,positive,0,7,0,0,0,2,0,1,Joy,great(1)fantastic(2).
"Service here was great(1), food was fantastic(2).",food,positive,24,28,0,0,0,2,0,1,Joy,great(1)fantastic(2).
"This is such a lovely, peaceful place to eat outside.",place,positive,32,37,0,0,0,3,0,1,Joy,"lovely, peaceful"
The sauce is delicious(1) and the crust is perfect(2).,sauce,positive,4,9,0,0,0,2,0,1,Joy,delicious(1)perfect(2).
The sauce is delicious(1) and the crust is perfect(2).,crust,positive,31,36,0,0,0,2,0,1,Joy,delicious(1)perfect(2).
Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,15,21,0,0,0,0,0,0,Anger,Since my firstI have had the chance
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,52,58,0,0,0,0,0,0,Anger,Since my firstI have had the chance
"You will pay a lot for(1) the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY(2).",decore,negative,27,33,2,2,0,0,1,0,Anger,You will pay a lot for(1)no better or worse than a lot of other Chinese and Asian fusion places in NY(2).
"You will pay a lot for(1) the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY(2).",food,neutral,43,47,2,2,0,0,1,0,Anger,You will pay a lot for(1)no better or worse than a lot of other Chinese and Asian fusion places in NY(2).
They have some great entrees here as well.,entrees,positive,21,28,0,0,0,3,0,1,Joy,great
The service is not consistently excellent -- just decent.,service,neutral,4,11,0,0,0,1,0,1,Joy,not consistently excellentjust decent.
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",food,positive,4,8,0,0,0,2,0,0,Joy,small tasting(1)very good(2)being better than the next(3).
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",served,neutral,10,16,0,0,0,2,0,0,Joy,small tasting(1)very good(2)being better than the next(3).
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",portions,positive,34,42,0,0,0,2,0,0,Joy,small tasting(1)very good(2)being better than the next(3).
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",dish,positive,81,85,0,0,0,2,0,0,Joy,small tasting(1)very good(2)being better than the next(3).
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,8,13,0,0,0,2,0,1,Joy,if you like it hot let them knowthey are more than willing to oblige!
I had the mango chicken and i can't go on to tell you how delicious(1) that was and the presentation was beatiful(2).,mango chicken,positive,10,23,0,0,0,2,0,1,Joy,i can't go on to tell you how delicious(1) was beatiful(2).
I had the mango chicken and i can't go on to tell you how delicious(1) that was and the presentation was beatiful(2).,presentation,positive,85,97,0,0,0,2,0,1,Joy,i can't go on to tell you how delicious(1)was beatiful(2).
I care more about the food and ambience.,food,neutral,22,26,0,0,0,2,0,1,Joy,I care more
I care more about the food and ambience.,ambience,neutral,31,39,0,0,0,2,0,1,Joy,I care more
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,29,35,2,2,2,0,1,0,Anger,"Oh, but wait, we were out ofwhich were also delightfully overpriced"
The service is fantastic.,service,positive,4,11,0,0,0,2,0,1,Joy,fantastic.
The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,4,26,0,0,0,2,0,1,Joy,hands down the best in the city!
Food and service was okay.,Food,neutral,0,4,0,0,0,2,0,2,Joy,okay
Food and service was okay.,service,neutral,9,16,0,0,0,2,0,2,Joy,okay
The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,4,13,2,2,2,0,1,0,Anger,was under-cookedXTRMELY CHEWY.
The best pad thai i've ever had.,pad thai,positive,9,17,0,0,0,2,0,1,Joy,best
"Over time, the food quality has decreased substantially(1), it is a lot less crowded than it used to (2), and the service must definitely be part of the reason.",food quality,negative,15,27,2,2,2,0,1,0,Anger,decreased substantially(1)is a lot less crowded than it used to (2)must definitely be part of the reason.
"Over time, the food quality has decreased substantially(1), it is a lot less crowded than it used to (2), and the service must definitely be part of the reason.",service,negative,107,114,2,2,2,0,1,0,Anger,decreased substantially(1)is a lot less crowded than it used to (2)must definitely be part of the reason
Great(1) pizza and fantastic(2) service.,pizza,positive,6,11,0,0,0,2,0,1,Joy,Great(1)fantastic(2)
Great(1) pizza and fantastic(2) service.,service,positive,26,33,0,0,0,2,0,1,Joy,Great(1)fantastic(2)
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,waiter,negative,31,37,2,2,0,0,2,1,Anger,We were seated(1) spilled(2)myself and my date(3).
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,red wine,neutral,46,54,2,2,0,0,2,1,Anger,We were seated(1) spilled(2)myself and my date(3).
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,hot tea,neutral,59,66,2,2,0,0,2,1,Anger,We were seated(1) spilled(2)myself and my date(3).
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,outside,neutral,15,22,2,2,0,0,2,1,Anger,We were seated(1)spilled(2)myself and my date(3).
i would just ask for no oil next time.,oil,negative,24,27,2,2,2,0,1,0,Anger,i would just ask for no
"While this is a pretty(1) place in that overly cute French way, the food was insultingly horrible(2).",place,positive,23,28,0,0,0,2,0,1,Joy,While this is a pretty(1)overly cute French wayinsultingly horrible(2).
"While this is a pretty(1) place in that overly cute French way, the food was insultingly horrible(2).",food,negative,65,69,2,2,2,0,1,0,Anger,While this is a pretty(1)overly cute French wayinsultingly horrible(2).
I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,17,22,2,2,2,0,1,0,Anger,it was not as goodas I expected from the reviews I read.
"The wine list isn't great(1), and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be(2).",wine list,negative,4,13,2,2,2,0,1,0,Anger,isn't great(1)shipped in from Bruno's down the streetis not as good as it used to be(2).
"The wine list isn't great(1), and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be(2).",desserts,negative,35,43,2,2,2,0,1,0,Anger,isn't great(1)shipped in from Bruno's down the streetis not as good as it used to be(2).
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,12,17,2,2,2,0,1,0,Anger,asked 4 times for it but never got it.
Their coffee is quite good too!,coffee,positive,6,12,0,0,0,2,0,1,Joy,quite good too!
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",wine list,positive,6,15,0,0,0,2,0,0,Joy,great(1)good(2)was INITIALLY fine(3).
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",food,positive,32,36,0,0,0,2,0,0,Joy,great(1)good(2)was INITIALLY fine(3).
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",service,conflict,38,45,0,0,0,2,0,0,Joy,great(1)good(2)was INITIALLY fine(3).
"Despite the fact that the space is large(1), they've overcrowded the floor(2) with tables.",space,positive,26,31,0,0,0,2,0,0,Joy,is large(1)overcrowded the floor(2)
"Despite the fact that the space is large(1), they've overcrowded the floor(2) with tables.",tables,negative,77,83,2,2,2,0,1,0,Anger,s large(1)overcrowded the floor(2)
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service,conflict,14,21,2,1,1,1,1,0,Anger,not particularly friendlybut they got the job done.
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",waitresses,conflict,32,42,2,1,1,1,1,0,Anger,not particularly friendlybut they got the job done.
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative,154,159,2,2,2,0,1,0,Anger,They are not helpful in the leastwill give you the grand run around so by the time the event date rolls around you will not only regret chosingbut also become hostile!
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,67,71,2,2,2,0,1,0,Anger,I had to ask her three times before she finally
"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral,72,76,0,0,0,2,0,1,Joy,Normally that would be improperthey were all deliciousdid not complain.
Taxan delicious!,Taxan,positive,0,5,0,0,0,2,0,1,Joy,delicious!
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,37,47,0,0,0,3,0,3,Joy,here you can get what you want in a reasonably-sized
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive,153,158,0,0,0,2,0,1,Joy,here you can get what you want in a reasonably-sized
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive,140,147,0,0,0,2,0,1,Joy,here you can get what you want in a reasonably-sized
"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,0,23,0,0,0,0,0,0,Anger,"is still there, too."
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,72,77,2,2,2,0,1,0,Anger,snobs need not bother
They couldn't even make a salad that was appealing.,salad,negative,26,31,2,2,2,0,1,0,Anger,They couldn't even makethat was appealing.
For two people with tip was less than $25 bucks.,tip,neutral,20,23,0,0,0,3,0,3,Joy,was less than $25 bucks.
Killer Sushi!,Sushi,positive,7,12,0,0,0,2,0,1,Joy,Killer
Of course the reason its so packed is because the food is so delicious!,food,positive,50,54,0,0,0,2,0,1,Joy,Of course the reason its so packedso delicious!
"Staffs are not that friendly(1), but the taste covers all(2).",Staffs,negative,0,6,2,2,2,0,2,0,Anger,not that friendly(1) covers all(2).
"Staffs are not that friendly(1), but the taste covers all(2).",taste,positive,38,43,0,0,0,2,0,1,Joy,not that friendly(1)covers all(2)
The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,4,11,0,0,0,2,0,1,Joy,plays everything from Italian Opera to The Strokes.
Plus they made a perfect martini.,martini,positive,25,32,0,0,0,2,0,1,Joy,Plus they made a perfect
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,neutral,34,38,2,2,2,0,1,0,Anger,I am not sure if I would call the
"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,58,65,2,2,2,0,1,0,Anger,I've eaten thai many timesam very familiar
The waiter was attentive.,waiter,positive,4,10,0,0,0,2,0,1,Joy,attentive.
Their Margarita is best I've had since I've returned from Naples!,Margarita,positive,6,15,0,0,0,2,0,1,Joy,best
The tastes makes your mouth water for more.,tastes,positive,4,10,0,0,0,2,0,1,Joy,makes your mouth water for more.
"Their sake list was extensive(1), but we were looking for Purple Haze, which wasn't listed but made for us upon request!(2)",sake list,positive,6,15,0,0,0,2,0,1,Joy,extensive(1)which wasn't listed but made for us upon request!(2)
"Their sake list was extensive(1), but we were looking for Purple Haze, which wasn't listed but made for us upon request!(2)",Purple Haze,conflict,55,66,2,2,2,0,1,0,Anger,extensive(1)which wasn't listed but made for us upon request!(2)
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",tables,negative,4,10,2,2,2,0,1,0,Anger,crammed way too close(1)is typical of any Italian restaurant(2)simply overpriced(3).
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",menu,neutral,42,46,0,0,0,2,0,1,Joy,crammed way too close(1)is typical of any Italian restaurant(2)simply overpriced(3).
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",wine list,negative,93,102,2,2,2,0,1,0,Anger,crammed way too close(1)is typical of any Italian restaurant(2)simply overpriced(3).
The food was actually aweful.,food,negative,4,8,2,2,2,0,1,0,Anger,was actually aweful.
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,appetizer,positive,28,37,0,0,0,2,0,0,Joy,free(1)areperfect(2)
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,portions,positive,46,54,0,0,0,2,0,0,Joy,free(1)are perfect(2)
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,served,neutral,9,15,0,0,0,2,0,0,Joy,free(1)are perfect(2)
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,lunch,neutral,71,76,0,0,0,2,0,0,Joy,free(1) are perfect(2)
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,space,positive,18,23,0,0,0,2,0,0,Joy,breathe(1) sets the tone for an intimate(2)
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,decor,positive,43,48,0,0,0,2,0,0,Joy,breathe(1)sets the tone for an intimate(2)
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,dinner,neutral,79,85,0,0,0,2,0,0,Joy,breathe(1)sets the tone for an intimate(2)
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive,74,81,0,0,0,3,0,1,Joy,had died down a bit by thenwas great!
"My husband and I both ordered the Steak, medium.",Steak,neutral,34,39,0,0,0,0,0,0,Anger,My husband and I both ordered
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",rice,negative,17,21,1,1,1,0,1,1,Anger,had no(1) was bland and disgusting(2).
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",sushi,negative,47,52,1,1,1,0,1,1,Anger,had no(1) was bland and disgusting(2).
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",seasoning,negative,29,38,1,1,1,0,1,1,Anger,had no(1)was bland and disgusting(2).
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,sushi,positive,27,32,0,0,0,2,0,0,Joy,This place has realy fresh(1)nice large(2)
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,menu,positive,50,54,0,0,0,2,0,0,Joy,This place has realy fresh(1)nice large(2)
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,Japanese classic cuisine,positive,58,82,0,0,0,2,0,0,Joy,This place has realy fresh(1)nice large(2)
The sushi is average(1) and the prices are anything but(2).,sushi,neutral,4,9,0,0,0,2,0,0,Joy,average(1)anything but(2).
The sushi is average(1) and the prices are anything but(2).,prices,neutral,29,35,0,0,0,2,0,0,Joy,average(1)anything but(2).
"My wife and I also enjoyed(1) the spinach, the Shanghai low mein, and other attractions(2).",spinach,positive,31,38,0,0,0,2,0,0,Joy,My wife and I also enjoyed(1) other attractions(2).
"My wife and I also enjoyed(1) the spinach, the Shanghai low mein, and other attractions(2).",Shanghai low mein,positive,44,61,0,0,0,2,0,0,Joy,My wife and I also enjoyed(1)other attractions(2).
Owner must have coem on this website to give himself credit.,Owner,neutral,0,5,0,0,0,3,0,1,Joy,must have coem on this website to give himself credit.
Turned out there was full service upstairs and sat down.,service,positive,26,33,2,2,2,0,1,0,Anger,Turned out there was full
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,15,29,0,0,0,3,0,1,Joy,had about 6-8 pieces.
If you have a dumpling fetish i suggest you try some here!,dumpling,positive,14,22,0,0,0,3,0,1,Joy,fetish i suggest you try some here!
"Three page wine menu, one page entree and horedevous.",wine menu,positive,11,20,0,0,0,0,0,0,Anger,
"Three page wine menu, one page entree and horedevous.",entree,positive,31,37,0,0,0,0,0,0,Anger,
"Three page wine menu, one page entree and horedevous.",horedevous,positive,42,52,0,0,0,0,0,0,Anger,
"The food is consistently wonderful - I've been coming here for years(1), and the owner has always been accomodating and friendly(2).",food,positive,4,8,0,0,0,2,0,0,Joy,consistently wonderfulI've been coming here for years(1)always been accomodating and friendly(2).
"The food is consistently wonderful - I've been coming here for years(1), and the owner has always been accomodating and friendly(2).",owner,positive,78,83,0,0,0,2,0,0,Joy,consistently wonderfulI've been coming here for years(1)always been accomodating and friendly(2).
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative,4,11,0,0,0,3,0,1,Joy,were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative,16,22,0,0,0,3,0,1,Joy,were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.
And the food was fantastic.,food,positive,8,12,0,0,0,3,0,1,Joy,fantastic.
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",drink,neutral,50,55,0,0,0,2,0,0,Joy,go to sweet-n-tart and order yourself
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",hong-kong styled milk,positive,128,149,0,0,0,2,0,0,Joy,go to sweet-n-tart and order yourself
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive,154,183,0,0,0,2,0,0,Joy,go to sweet-n-tart and order yourself
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,31,35,0,0,0,2,0,0,Joy,Aside from therecommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,51,69,0,0,0,2,0,0,Joy,Aside from therecommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Fatty Yellow Tail,neutral,80,97,0,0,0,2,0,0,Joy,Aside from the recommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Boton Shrimp,neutral,99,111,0,0,0,2,0,0,Joy,Aside from therecommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral,142,149,0,0,0,2,0,0,Joy,Aside from therecommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,15,25,0,0,0,2,0,0,Joy,Aside from therecommended
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,113,140,0,0,0,2,0,0,Joy,Aside from therecommended
"They're also friendlier here, especially the owner, Kenny.",owner,positive,45,50,0,0,0,3,0,1,Joy,friendlierespecially
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,10,14,1,1,0,2,0,0,Joy,is not particularly comfortableonce you're seated you'll forget about everything
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive,120,125,1,0,1,1,0,1,Anger,is not particularly comfortableonce you're seated you'll forget about everything
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative,64,73,2,2,2,0,1,0,Anger,I've lived in NYC all my life and had never before seen so manyexcept in a really bad dream
Winnie and her staff are the best crew you can find serving you.,crew,positive,34,38,0,0,0,2,0,1,Joy,best
Winnie and her staff are the best crew you can find serving you.,staff,positive,15,20,0,0,0,2,0,1,Joy,best
Winnie and her staff are the best crew you can find serving you.,serving,positive,52,59,0,0,0,2,0,1,Joy,best
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance,positive,4,12,0,0,0,2,0,1,Joy,minimal(1)not phenomenal(2)quite good(3)
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,28,32,0,0,0,2,0,1,Joy,minimal(1)not phenomenal(2)quite good(3)
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive,61,67,0,0,0,2,0,1,Joy,minimal(1)not phenomenal(2)quite good(3)
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",eggplant parmesan,positive,96,113,0,0,0,2,0,1,Joy,minimal(1)not phenomenal(2)quite good(3)
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive,115,150,0,0,0,2,0,1,Joy,minimal(1)not phenomenal(2)quite good(3)
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host,neutral,3,7,0,0,0,3,0,0,Joy,"gave us not only what we ordered, but some other items that were not ordered."
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,18,28,0,0,0,3,0,0,Joy,"gave us not only what we ordered, but some other items that were not ordered."
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,neutral,51,57,0,0,0,3,0,0,Joy,"gave us not only what we ordered, but some other items that were not ordered."
You can even get packages of the chutneys to stock your fridge!,chutneys,positive,33,41,0,0,0,3,0,1,Joy,You can even get packages
The bar has various selections(1) and the mixed drink special is a catcher! 2 for 1's(2).,bar,positive,4,7,0,0,0,3,0,0,Joy,various selections(1)is a catcher! 2 for 1's(2).
The bar has various selections(1) and the mixed drink special is a catcher! 2 for 1's(2).,mixed drink special,positive,39,58,0,0,0,3,0,0,Joy,various selections(1)is a catcher! 2 for 1's(2).
"If it isn't for the food (A), it must be the service or the ambience.",food,positive,20,24,0,0,0,3,0,1,Joy,"(A+++),must"
"If it isn't for the food (A), it must be the service or the ambience.",service,positive,48,55,0,0,0,3,0,1,Joy,"(A+++),must"
"If it isn't for the food (A), it must be the service or the ambience.",ambience,positive,63,71,0,0,0,3,0,1,Joy,(A+++)must
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,44,48,2,2,2,0,1,0,Anger,changedandit was not for the better.
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,53,58,2,2,2,0,1,0,Anger,changedandit was not for the better.
"I like the ambience, it's very dark and original.",ambience,positive,11,19,0,0,0,3,0,1,Joy,it's very dark and original.
"Overall, not worth the money.",money,negative,23,28,2,2,2,0,1,0,Anger,"Overall, not worth"
